transaction_amount,transaction_hour,account_age_days,distance_km,transactions_24h,avg_amount_7d,device_changes_30d,failed_attempts_24h,num_prior_transactions,is_new_device,email_address_match,billing_shipping_match,card_present,merchant_risk_score,velocity_score,isFraud
3.86,3,98,18.78,0,65.76,0,0,6,0,1,1,0,0.258,0.0,0
95.5,0,1732,14.48,1,35.05,0,1,98,0,1,1,1,0.116,0.63,0
21.41,14,218,14.38,2,34.37,0,0,6,0,1,0,1,0.22,17.22,0
45.86,9,200,28.44,1,13.81,0,0,19,0,1,1,1,0.206,17.52,0
99.21,17,230,36.2,0,54.75,1,1,17,1,0,1,1,0.11,3.29,0
7.6,15,48,2.98,1,63.65,1,0,1,0,1,1,0,0.228,12.56,0
14.74,12,490,5.65,1,54.53,0,0,31,0,1,1,1,0.21,7.14,0
22.45,14,136,15.76,1,14.73,1,0,2,0,1,1,0,0.059,29.33,0
13.68,1,813,12.22,2,51.14,0,0,40,0,1,1,0,0.309,21.89,0
169.85,19,251,15.85,1,71.49,0,2,21,0,1,1,0,0.048,10.0,0
12.72,3,307,8.51,2,52.36,0,0,18,0,1,1,1,0.213,10.41,0
17.19,0,520,7.98,3,23.45,0,0,12,0,1,0,1,0.42,33.3,0
36.76,6,717,1.88,0,13.83,0,0,62,0,1,1,1,0.141,0.0,0
9.01,22,131,14.66,1,31.44,0,1,2,0,1,1,1,0.288,17.9,0
20.17,10,1695,2.9,1,18.0,0,1,97,0,1,1,0,0.082,21.33,0
41.16,9,487,16.68,1,2.52,0,0,28,0,1,1,1,0.02,0.0,0
21.48,0,3,51.2,2,16.11,1,1,0,0,1,1,1,0.064,23.51,0
27.29,10,269,4.44,1,33.35,1,0,26,0,1,0,1,0.03,17.74,0
17.65,23,287,2.3,1,38.38,0,1,14,0,1,1,1,0.22,5.07,0
6.59,9,828,0.37,1,92.61,0,0,58,0,1,1,0,0.286,0.0,0
41.33,13,182,7.14,1,80.74,0,1,10,0,1,1,0,0.236,2.63,0
173.28,13,201,3.62,4,39.58,0,0,4,0,1,1,1,0.21,35.85,0
30.52,6,37,10.15,0,14.14,0,0,3,0,1,1,1,0.144,2.07,0
37.53,22,167,11.14,4,29.51,0,0,10,1,1,0,1,0.161,25.13,0
59.9,10,631,6.45,3,19.2,0,0,42,0,1,1,1,0.19,6.08,0
8.42,21,504,20.79,1,4.87,0,0,22,0,1,1,1,0.36,9.14,0
164.43,3,42,35.28,2,229.07,0,0,3,0,1,1,0,0.27,28.92,1
36.68,23,61,3.56,2,11.16,0,0,4,0,1,1,1,0.501,22.77,0
153.22,1,237,27.15,1,6.14,0,0,11,0,1,1,1,0.245,12.89,0
14.4,6,681,2.11,0,6.01,0,0,39,0,1,1,0,0.105,8.12,0
184.58,18,895,3.9,0,22.83,0,0,37,0,0,1,0,0.226,0.0,0
65.05,13,7,12.36,0,60.2,0,0,0,0,1,1,1,0.426,6.76,0
52.09,18,200,5.49,0,15.29,0,0,16,0,1,1,1,0.031,7.88,0
37.86,6,276,0.64,1,41.34,0,0,12,0,1,1,0,0.34,23.34,0
23.37,11,1210,5.24,5,35.97,0,1,102,0,1,1,0,0.226,40.79,0
99.54,2,348,35.29,2,20.98,0,0,32,1,1,1,1,0.622,15.89,0
34.48,14,157,2.87,1,11.78,1,0,7,0,0,1,0,0.268,23.54,0
4.19,4,247,21.64,3,53.29,0,1,8,0,1,1,1,0.272,31.52,0
9.8,7,287,19.22,3,30.72,0,0,27,0,1,0,1,0.086,29.48,0
24.88,13,554,1.68,1,27.04,0,0,11,1,1,0,0,0.091,6.65,0
40.85,3,21,5.99,2,73.34,1,0,1,0,1,1,0,0.233,19.21,0
28.32,6,247,3.15,1,34.36,0,0,20,0,1,1,0,0.053,4.1,0
101.39,6,520,0.35,2,14.61,0,0,10,1,1,1,1,0.048,25.4,0
4.26,17,167,2.85,1,61.39,0,0,11,0,1,1,0,0.469,16.24,0
34.59,13,448,3.38,2,79.3,0,0,38,0,1,1,1,0.342,5.43,0
4.86,7,221,2.72,3,37.02,1,0,9,1,1,1,0,0.165,29.58,0
64.05,11,711,1.43,1,22.94,0,0,30,0,1,1,0,0.108,12.77,0
27.26,9,31,11.21,1,106.44,0,0,0,0,1,1,0,0.288,2.79,0
45.59,13,1250,5.84,2,94.12,0,0,78,0,1,0,1,0.392,17.81,0
12.63,8,94,35.83,0,37.82,0,0,2,0,1,1,0,0.25,0.91,0
107.71,5,86,3.11,0,9.22,2,0,1,0,1,1,0,0.165,19.46,0
84.92,4,918,13.85,1,15.51,0,2,25,0,1,1,1,0.268,5.82,0
53.71,0,1017,34.63,1,173.4,0,0,53,0,1,0,1,0.062,21.2,0
26.32,0,49,0.73,4,16.17,0,0,3,0,1,1,1,0.082,27.56,0
53.51,19,1197,10.89,0,69.2,0,0,87,1,1,0,1,0.252,0.0,0
14.78,16,160,8.99,0,11.5,1,0,6,0,1,0,0,0.112,2.25,0
70.5,10,482,39.63,1,15.47,0,0,20,0,1,1,1,0.099,6.71,0
155.94,11,36,16.35,4,17.7,0,0,2,0,1,1,1,0.146,37.58,0
87.41,2,240,6.44,0,42.14,0,0,18,0,1,1,0,0.161,0.0,0
14.45,5,300,18.65,2,33.57,0,0,23,0,1,1,0,0.299,18.8,0
43.01,10,458,13.11,0,233.0,1,0,13,0,1,1,0,0.252,13.26,0
8.22,12,373,6.4,3,6.86,1,0,8,0,1,1,0,0.078,29.47,0
53.11,10,309,23.07,0,6.46,0,0,18,1,1,0,0,0.054,0.07,0
47.02,7,1605,16.55,1,16.72,0,0,80,0,1,1,0,0.145,6.26,0
4.62,9,102,0.08,1,34.68,0,0,9,0,1,1,0,0.067,27.27,0
9.38,1,86,30.05,0,37.18,0,0,1,0,1,1,1,0.305,0.0,0
22.58,23,625,7.59,2,25.26,1,1,52,0,1,1,0,0.28,30.72,0
22.18,13,39,15.55,3,12.13,1,0,3,0,1,1,0,0.467,36.94,0
8.94,15,330,7.58,2,24.26,0,0,28,0,1,1,1,0.146,19.42,0
44.21,16,331,31.98,3,12.56,0,0,27,0,1,1,0,0.371,16.56,0
38.53,10,186,15.78,0,26.32,0,0,3,0,1,1,0,0.202,0.0,0
24.67,1,1333,12.99,3,55.71,0,0,118,0,1,1,1,0.134,25.77,0
14.07,23,166,58.88,0,4.6,0,0,10,0,1,1,0,0.144,0.0,0
85.52,22,170,4.94,1,65.64,0,0,12,0,1,1,1,0.132,3.46,0
156.87,4,133,1.01,4,6.09,0,0,6,0,1,1,0,0.355,42.28,0
18.48,15,79,10.89,5,10.92,0,0,7,0,1,0,0,0.17,36.87,1
16.25,15,226,8.28,1,209.7,0,0,13,0,1,1,0,0.082,0.0,0
48.97,1,571,9.09,0,16.94,0,0,38,0,1,1,0,0.201,13.02,0
20.95,15,678,14.52,1,59.47,1,0,23,0,1,1,0,0.115,14.08,0
26.07,4,839,14.32,2,83.4,0,0,53,0,0,1,1,0.217,33.41,0
62.78,7,110,7.47,3,60.56,0,0,3,0,1,0,1,0.177,32.8,0
4.44,19,18,29.8,1,7.05,0,1,0,0,1,1,1,0.162,16.81,0
111.98,13,1838,15.81,2,21.14,0,0,109,0,1,1,1,0.067,7.48,0
32.22,9,7,33.1,3,12.35,0,1,0,0,1,1,1,0.169,22.95,0
19.86,22,1618,36.65,1,35.97,0,1,145,0,1,1,0,0.107,5.81,0
27.41,1,883,2.75,1,15.88,0,0,83,0,1,1,1,0.194,4.44,0
28.86,2,1216,17.12,1,69.9,1,0,115,0,1,1,0,0.223,15.95,0
5.31,17,245,5.73,2,44.39,2,0,23,0,1,1,1,0.02,32.93,0
133.61,20,110,27.16,4,17.22,0,0,8,1,1,1,1,0.398,38.8,0
31.23,1,466,19.8,2,25.74,0,0,12,0,1,1,1,0.353,11.55,0
46.67,20,676,3.32,0,37.14,1,0,46,0,1,1,1,0.109,14.28,0
77.6,8,70,41.89,3,24.94,0,0,4,0,1,1,1,0.243,20.5,0
10.79,1,799,17.26,3,13.16,0,0,20,0,1,1,1,0.287,24.14,0
48.11,6,117,44.53,2,20.62,0,0,8,0,1,1,1,0.28,3.35,0
22.93,6,338,3.38,1,17.59,0,0,17,0,1,1,1,0.186,9.28,0
69.88,13,971,30.57,1,5.39,0,0,21,0,1,1,1,0.341,12.63,0
3.57,4,107,16.54,1,52.46,0,0,10,0,1,1,1,0.061,0.0,0
27.14,7,138,12.05,3,15.83,1,0,4,0,1,0,1,0.417,17.36,0
16.4,22,32,25.76,1,16.73,0,0,0,0,1,1,0,0.019,0.0,0
46.17,21,79,15.03,2,48.47,0,0,2,0,1,1,1,0.267,14.24,0
47.94,17,79,16.61,2,32.91,0,0,6,0,1,1,1,0.071,32.21,0
14.77,5,114,4.39,2,20.53,2,0,9,0,1,1,0,0.166,41.93,0
14.7,13,169,25.48,1,30.35,1,0,4,0,1,1,1,0.326,20.79,0
26.83,17,844,15.76,2,18.16,0,0,50,0,1,0,0,0.032,7.58,0
12.22,16,1237,27.91,0,11.65,1,0,91,0,1,1,1,0.199,13.94,0
69.55,8,261,6.5,1,20.43,1,2,19,0,1,0,1,0.334,14.87,0
20.71,12,69,6.05,1,19.98,0,1,5,0,1,1,0,0.085,14.32,0
1.64,15,127,0.36,0,14.37,1,0,6,0,1,1,1,0.31,0.0,0
20.6,20,666,21.95,1,8.77,0,1,33,0,1,1,1,0.176,4.45,0
10.61,9,566,6.01,1,26.81,1,1,52,0,1,0,1,0.177,12.92,0
5.86,9,1709,5.94,1,3.74,0,1,164,0,1,1,1,0.089,13.31,0
8.69,3,7,17.5,0,27.0,0,0,0,0,1,1,0,0.124,0.0,0
33.43,11,695,4.37,2,19.68,0,0,69,0,1,1,1,0.039,0.23,0
113.14,7,352,35.96,1,23.82,0,0,9,0,1,1,1,0.102,0.0,0
40.98,14,1165,11.58,2,29.27,0,0,95,0,1,1,1,0.379,16.38,0
16.34,20,429,52.34,3,44.89,0,0,10,0,1,1,1,0.134,22.31,0
47.27,22,296,1.2,0,16.21,0,1,20,0,1,1,1,0.083,1.7,0
18.93,18,548,6.16,2,18.72,0,0,34,0,1,1,0,0.2,14.91,0
14.96,14,896,7.21,5,28.92,1,0,89,0,1,1,0,0.453,47.42,0
9.45,7,166,19.66,2,11.76,1,0,9,0,1,1,1,0.134,21.06,0
5.2,7,57,3.59,0,13.25,1,0,3,0,1,1,1,0.05,23.04,0
20.29,18,284,7.06,3,33.21,1,1,21,0,1,1,0,0.149,41.07,0
35.09,8,121,36.23,1,20.8,0,1,9,0,1,1,1,0.141,0.0,0
27.2,23,281,1.82,1,11.64,0,0,19,0,1,1,1,0.246,12.54,0
19.77,16,2358,20.52,3,8.0,0,0,193,0,1,1,1,0.072,29.83,0
11.64,7,427,18.18,2,24.47,0,1,33,1,1,1,0,0.141,9.07,0
55.05,11,591,2.1,1,38.94,0,0,27,0,1,1,0,0.064,6.12,0
8.03,14,566,17.49,0,47.0,1,0,15,0,1,0,0,0.369,8.26,0
65.11,3,859,12.65,2,8.83,0,1,78,0,1,1,1,0.189,0.0,0
11.0,5,1442,5.09,3,37.01,0,0,25,0,1,1,1,0.389,28.71,0
14.12,15,538,5.59,2,11.6,0,0,18,0,1,0,0,0.342,11.92,0
6.91,4,323,26.85,1,106.49,0,0,20,0,1,1,1,0.161,2.82,0
18.15,22,191,3.94,1,21.22,1,0,15,1,1,1,1,0.324,23.86,0
79.46,12,223,10.79,4,10.06,0,0,7,0,1,1,1,0.421,36.55,0
50.18,14,204,17.15,2,34.52,0,0,14,0,1,1,0,0.428,13.93,0
79.71,16,196,2.09,1,25.37,1,0,9,0,1,1,1,0.205,16.46,0
50.51,21,593,40.4,1,47.77,2,0,10,0,1,1,1,0.258,35.5,0
9.94,19,443,4.53,1,32.27,0,0,33,0,1,1,1,0.071,11.73,0
21.52,21,113,5.76,1,102.89,0,0,7,0,1,1,0,0.167,13.28,0
13.73,4,1747,16.45,4,19.93,0,1,37,0,1,1,0,0.35,30.37,0
113.36,18,279,1.22,3,54.07,0,0,24,0,0,1,0,0.19,25.13,0
9.05,6,417,14.82,3,15.98,1,0,12,0,1,1,1,0.066,37.21,0
73.24,2,606,37.16,2,32.28,0,0,50,0,1,1,1,0.24,0.0,0
73.18,12,476,4.3,2,18.37,2,1,23,0,1,1,0,0.154,31.16,0
186.72,13,186,6.74,0,65.41,0,1,6,0,1,1,0,0.108,14.6,0
19.89,15,799,3.97,0,58.17,0,0,52,0,1,1,0,0.098,0.0,0
61.09,12,58,25.62,2,40.79,0,1,3,0,1,1,0,0.339,17.88,0
293.43,1,421,2.75,1,35.68,0,0,38,0,1,1,1,0.281,3.38,0
16.16,13,160,6.38,6,47.22,0,1,11,1,1,1,0,0.36,46.41,0
6.46,19,478,13.78,0,58.13,0,1,40,0,1,1,0,0.148,0.0,0
4.57,6,123,7.78,1,29.47,0,0,2,0,1,1,0,0.145,0.0,0
61.11,4,740,1.02,0,42.08,0,0,41,0,1,0,1,0.197,9.59,0
4.56,13,129,44.27,0,93.85,0,0,5,0,1,1,1,0.008,2.46,0
20.65,8,1105,6.19,2,23.22,0,0,33,0,1,1,1,0.099,32.71,0
46.4,9,989,8.85,1,33.43,1,0,96,0,1,1,1,0.207,19.75,0
36.06,6,225,2.75,1,19.72,0,2,16,0,1,1,0,0.142,8.62,0
45.85,13,244,30.08,1,79.95,1,0,10,0,1,0,0,0.324,17.77,0
37.42,13,604,5.17,0,22.3,0,0,31,0,1,1,1,0.153,7.58,0
107.65,1,47,0.3,2,40.79,1,0,2,0,1,1,1,0.237,15.96,0
11.56,16,42,5.71,1,148.3,0,0,0,0,1,1,0,0.388,2.61,0
15.23,19,73,62.08,0,60.55,0,0,5,0,1,0,0,0.356,0.0,0
13.84,3,413,2.38,1,22.26,0,0,34,0,1,1,0,0.2,7.93,0
68.73,12,81,0.48,0,52.42,0,0,6,0,1,1,0,0.172,0.61,0
73.73,17,163,12.95,2,38.44,2,0,7,0,1,1,0,0.213,27.34,0
47.05,2,521,6.97,2,7.86,0,1,13,0,1,1,0,0.287,10.39,0
97.86,18,8,23.77,1,10.7,0,0,0,0,1,0,0,0.167,5.73,1
9.23,4,99,19.75,0,21.14,0,1,5,0,0,1,0,0.022,0.0,0
158.73,0,1329,3.08,4,35.99,1,0,127,0,1,0,1,0.365,50.94,1
137.45,8,545,12.47,3,16.79,0,1,30,0,1,1,1,0.088,24.65,0
62.53,23,182,0.49,0,27.79,0,0,16,0,1,1,0,0.144,1.46,0
178.0,7,23,8.68,1,17.82,0,0,1,0,1,1,0,0.259,9.89,0
5.72,2,441,18.78,0,13.16,0,0,30,0,1,1,0,0.154,11.61,0
17.74,1,126,8.04,1,19.06,0,0,10,0,0,1,0,0.377,12.31,0
14.36,0,1612,1.88,0,34.68,0,0,65,0,1,1,1,0.101,6.41,0
61.65,11,581,0.95,0,40.43,0,1,35,0,1,1,1,0.128,12.51,0
10.48,21,1827,28.83,1,20.53,1,0,44,0,1,1,1,0.269,11.66,0
63.91,12,945,33.29,1,88.6,2,0,90,0,1,1,0,0.195,39.63,0
117.98,9,330,6.3,3,15.5,0,0,32,0,1,1,0,0.426,28.09,0
60.05,16,554,2.69,3,33.2,0,0,35,0,1,1,0,0.383,12.89,0
39.8,10,836,57.68,3,19.49,0,0,78,0,1,1,1,0.097,18.02,0
11.16,4,432,11.84,0,13.87,0,0,37,0,1,1,0,0.063,0.0,0
12.85,8,32,9.71,1,13.25,0,0,1,0,1,1,0,0.168,11.45,0
104.55,12,318,20.3,1,25.17,1,0,21,0,1,1,0,0.208,19.14,0
65.32,19,70,2.77,0,7.96,1,0,5,0,1,1,1,0.171,15.16,0
28.82,22,627,13.01,3,36.82,0,1,27,1,1,0,0,0.111,35.19,0
19.73,10,571,33.13,2,37.47,0,0,24,0,1,0,1,0.107,16.71,0
3.95,22,2474,0.35,1,45.12,1,1,212,1,1,1,0,0.132,15.38,0
10.27,3,496,16.76,3,103.34,0,0,16,0,1,1,0,0.081,22.92,0
202.64,20,805,12.03,0,35.17,0,1,29,0,1,1,0,0.362,0.0,0
8.33,10,156,45.18,0,11.73,1,0,10,0,1,1,1,0.271,8.02,0
36.22,8,208,4.49,2,19.37,0,1,10,1,1,1,0,0.394,10.53,0
82.06,6,1245,29.37,0,27.61,1,0,34,0,1,1,1,0.257,25.21,0
8.54,15,704,5.54,1,22.53,2,0,69,0,1,1,1,0.182,20.65,0
36.04,22,532,8.43,2,12.69,1,0,29,0,1,1,1,0.333,18.62,0
76.55,22,147,3.6,4,15.65,0,0,14,0,1,0,0,0.025,21.47,0
30.34,4,600,29.88,0,37.47,0,0,32,0,1,1,0,0.146,19.53,0
527.63,5,1089,3.26,2,45.94,0,0,89,0,1,1,1,0.191,35.07,1
5.65,18,131,29.39,3,19.09,0,0,9,1,1,1,1,0.04,28.07,0
86.38,0,612,9.12,1,32.75,0,0,26,0,1,1,0,0.31,2.23,0
25.21,15,250,27.03,3,8.86,1,0,5,0,1,1,0,0.3,13.57,0
64.84,17,63,4.61,1,11.56,0,0,1,0,1,1,1,0.143,6.94,0
46.59,23,721,2.14,3,25.75,0,0,14,0,1,1,1,0.202,24.84,0
14.39,12,91,12.14,3,9.2,0,1,6,0,1,1,0,0.064,9.47,0
37.67,0,146,10.68,0,31.36,2,0,3,0,1,1,1,0.178,17.36,0
4.67,9,764,6.62,2,8.68,0,0,31,0,1,1,0,0.313,3.8,0
54.78,6,678,16.31,1,73.6,0,1,17,0,1,1,0,0.08,16.74,0
40.37,4,147,1.5,0,76.27,0,0,9,0,1,1,1,0.147,0.0,0
56.75,12,1415,14.59,0,83.65,0,0,106,0,1,1,1,0.401,15.33,0
86.32,21,121,3.57,2,12.84,0,1,6,0,1,0,0,0.194,10.42,0
43.28,15,2527,2.07,1,51.74,0,0,243,0,1,1,1,0.135,0.0,0
34.75,23,670,36.05,1,16.59,0,0,26,0,1,1,1,0.239,0.0,0
12.42,19,249,9.24,1,6.01,0,0,24,0,1,1,1,0.356,0.0,0
14.7,21,70,21.62,2,14.84,0,0,4,0,1,1,1,0.329,18.98,0
98.17,13,193,1.4,1,55.82,0,0,17,0,1,1,1,0.145,2.6,0
126.01,10,108,0.89,1,34.37,1,0,2,0,1,1,0,0.274,6.54,0
23.62,18,486,10.24,1,16.99,0,0,47,0,1,1,1,0.368,22.04,0
31.37,22,221,5.69,0,23.1,0,0,17,0,1,1,1,0.106,9.14,0
12.13,1,175,0.07,2,16.78,0,0,11,0,1,1,1,0.209,23.25,0
96.81,7,708,3.04,4,23.99,0,0,12,0,1,1,1,0.055,22.34,0
58.29,12,131,3.7,1,81.22,0,0,2,0,1,1,1,0.483,12.29,0
208.77,6,442,5.11,0,20.01,0,0,13,0,1,1,1,0.373,5.19,0
12.45,11,108,31.5,0,116.04,1,0,5,0,1,1,0,0.411,2.27,0
20.53,7,627,8.19,2,11.98,0,0,25,1,1,1,0,0.175,16.05,0
37.77,15,491,17.06,2,41.91,0,0,42,0,1,1,1,0.206,20.51,0
57.2,17,800,0.28,0,57.94,1,0,63,0,1,1,0,0.101,0.0,0
24.15,18,35,25.22,3,9.28,0,0,3,0,1,1,1,0.112,20.69,0
12.52,3,118,4.12,3,34.71,0,0,5,0,1,1,1,0.122,20.28,0
72.34,11,84,5.55,1,9.34,0,0,6,0,1,1,1,0.092,11.99,0
61.63,15,106,0.69,2,118.85,0,0,9,0,1,1,0,0.311,11.44,0
11.99,20,54,7.91,2,76.78,0,0,5,0,1,1,0,0.241,5.32,0
116.22,21,413,28.72,3,45.96,0,0,33,0,1,1,0,0.063,26.72,0
96.56,16,450,7.14,3,27.63,0,1,39,0,0,1,0,0.386,26.72,0
34.27,3,927,35.89,2,17.89,0,0,38,1,1,0,1,0.213,4.63,0
32.45,19,270,30.31,2,16.0,0,0,19,0,1,1,0,0.237,23.52,0
52.15,23,380,0.96,1,86.45,0,1,27,0,1,1,1,0.128,15.59,0
12.66,23,2372,5.46,3,31.01,0,0,154,0,1,1,1,0.085,42.86,0
30.88,21,379,36.19,1,74.49,0,0,36,0,1,1,0,0.107,8.84,0
3.48,23,426,0.45,0,77.89,1,0,21,0,1,1,0,0.134,9.41,0
71.98,8,2751,21.77,2,25.01,0,0,244,0,1,0,1,0.167,18.31,0
6.29,4,2569,35.54,2,23.48,0,0,54,0,1,1,0,0.03,21.6,0
134.75,16,276,22.08,0,21.99,1,0,14,0,1,1,0,0.178,14.36,0
21.54,16,504,20.43,1,13.88,0,0,11,1,1,1,1,0.069,12.13,0
24.25,1,328,27.81,2,24.77,0,0,21,0,1,1,1,0.421,21.65,0
15.99,1,638,16.44,2,26.31,0,2,42,1,1,1,1,0.233,10.63,0
22.47,20,1393,8.25,0,45.92,1,1,63,0,1,1,0,0.156,13.19,0
123.78,22,185,0.97,2,24.83,0,0,17,0,1,0,1,0.221,17.03,0
2.49,6,854,23.27,1,50.46,0,0,25,0,1,1,1,0.375,9.71,0
107.44,3,532,35.35,2,43.14,0,0,29,0,1,0,1,0.039,17.78,0
42.01,12,164,10.75,1,48.53,0,0,10,0,1,1,0,0.048,13.23,0
8.96,19,798,11.41,1,30.63,0,1,26,0,1,1,1,0.254,10.79,0
10.22,10,279,7.74,1,40.29,0,0,23,0,1,1,1,0.085,16.18,0
160.2,2,64,29.16,0,32.69,2,1,3,0,1,1,1,0.059,8.63,0
11.64,1,2512,0.22,0,8.02,0,0,151,0,1,1,1,0.19,0.0,0
9.46,15,277,14.69,1,19.38,0,0,13,0,1,1,0,0.146,11.9,0
93.44,2,390,35.69,2,13.2,0,1,26,0,1,1,0,0.173,17.74,0
42.04,23,825,1.63,1,90.25,0,0,69,0,1,1,1,0.051,3.4,0
11.73,14,1621,47.97,2,57.58,0,0,72,1,1,1,1,0.414,29.18,0
37.21,16,1031,51.48,1,32.97,1,0,43,0,1,1,0,0.067,18.52,0
10.74,15,372,39.84,2,36.79,1,1,34,0,0,1,1,0.193,39.71,0
90.09,19,394,9.31,0,84.29,0,0,39,0,1,1,0,0.221,20.7,0
86.61,6,165,7.24,1,17.9,1,0,5,0,1,1,1,0.252,14.01,0
51.01,15,311,18.36,1,73.07,2,0,10,1,1,0,1,0.229,30.16,0
43.02,4,1467,5.76,1,113.74,1,0,42,1,1,1,1,0.206,23.95,0
174.37,1,649,1.06,1,28.74,0,0,26,0,1,0,1,0.307,5.93,0
29.95,0,6,34.75,1,14.47,0,0,0,0,1,1,0,0.237,12.14,0
9.19,21,62,15.11,1,23.4,0,0,1,0,1,1,0,0.173,3.91,0
46.97,12,1287,3.48,1,63.79,1,0,47,0,1,0,1,0.159,8.71,0
241.3,15,944,0.28,3,42.59,0,0,83,0,1,1,0,0.257,29.83,0
10.86,4,333,19.28,0,34.07,0,0,8,0,1,1,1,0.278,12.16,0
20.87,2,480,28.74,1,13.52,0,0,41,0,1,1,1,0.083,7.13,0
45.44,14,171,7.8,5,28.72,0,2,10,0,1,1,1,0.197,40.61,0
28.39,15,787,1.27,2,35.28,0,0,30,0,1,1,1,0.514,16.41,0
11.22,10,462,15.69,1,18.98,0,1,25,1,1,1,1,0.243,16.01,0
92.01,18,593,5.28,2,19.68,0,0,18,0,1,1,1,0.235,30.84,0
304.92,17,235,2.33,1,49.85,0,1,15,1,1,1,1,0.286,9.01,0
36.46,20,281,10.71,1,44.4,0,0,6,0,1,1,0,0.509,1.55,0
12.13,8,116,9.86,3,28.37,0,0,7,0,1,0,1,0.311,25.6,0
6.37,7,1479,10.91,3,23.38,0,0,83,0,1,1,0,0.209,40.29,0
38.78,21,1465,26.05,1,25.14,0,0,24,0,1,1,0,0.145,6.26,0
90.37,18,851,9.94,0,62.7,0,0,80,0,1,1,1,0.223,0.0,0
48.19,21,1371,34.62,1,43.64,0,0,26,0,1,1,1,0.016,6.78,0
29.89,4,547,27.66,2,31.89,0,0,47,0,1,1,1,0.063,21.57,0
16.62,16,134,15.8,0,102.05,0,0,5,0,1,1,1,0.036,9.51,0
10.05,4,714,0.88,3,16.0,0,0,70,1,1,1,1,0.009,31.64,0
69.04,13,197,30.03,2,11.02,0,1,19,1,1,1,0,0.222,6.93,0
74.72,6,290,35.4,0,4.13,0,0,10,0,1,1,0,0.092,2.59,0
6.39,8,160,7.05,1,42.14,0,0,6,0,1,1,1,0.047,0.79,0
146.91,16,275,11.2,2,94.45,0,0,24,0,1,1,0,0.131,10.1,0
53.2,2,569,4.95,0,88.91,0,0,16,0,1,1,1,0.251,8.57,0
121.46,7,59,0.22,1,16.89,0,0,0,0,1,1,1,0.359,12.7,0
7.83,21,56,9.79,2,14.48,0,0,3,0,1,1,1,0.051,7.24,0
7.65,12,576,2.08,0,4.31,0,0,22,0,1,1,0,0.149,0.0,0
25.82,15,756,3.04,1,15.94,1,0,35,0,1,1,1,0.102,20.44,0
49.54,20,401,9.83,3,11.29,0,1,21,0,1,1,0,0.149,14.92,0
180.61,9,100,30.27,2,73.93,1,0,3,0,1,1,0,0.266,27.09,1
60.71,17,282,27.93,2,31.08,0,0,7,0,1,1,0,0.301,11.1,0
23.51,2,710,50.32,1,28.63,0,1,53,0,1,1,1,0.196,0.0,0
10.74,11,579,9.89,2,15.41,0,0,33,0,1,1,0,0.045,28.54,0
102.51,15,58,12.04,1,9.19,1,0,4,0,1,1,0,0.283,23.42,0
11.42,17,1739,25.9,3,9.67,0,0,160,0,0,0,1,0.187,19.09,0
152.7,16,126,18.04,2,12.0,0,0,4,0,1,1,1,0.202,13.59,0
22.55,6,124,3.03,0,50.91,0,0,11,0,1,1,0,0.256,15.33,0
147.02,18,308,7.62,1,8.91,0,0,29,0,0,1,1,0.183,0.0,0
59.08,22,198,39.71,3,41.79,0,0,8,0,1,1,1,0.114,21.71,0
26.13,22,2067,2.37,3,299.2,1,0,181,0,1,1,0,0.275,34.03,0
17.83,7,40,3.52,0,19.43,0,0,1,0,1,1,0,0.289,0.0,0
21.31,16,183,7.68,3,35.99,0,0,15,1,1,1,1,0.112,26.61,0
45.99,20,241,42.17,3,28.24,0,0,22,0,1,0,1,0.047,28.97,0
32.37,6,340,1.81,1,9.69,1,0,33,0,1,1,0,0.358,25.89,0
16.55,0,8,16.76,1,11.64,0,0,0,0,1,1,0,0.233,4.06,0
25.39,7,43,2.13,1,18.56,0,0,2,0,1,1,1,0.306,7.49,0
32.41,18,149,11.15,1,26.25,0,0,3,1,1,1,1,0.068,22.0,0
3.57,19,404,11.54,2,130.4,1,0,24,0,1,1,1,0.111,29.49,0
47.38,19,730,0.65,1,16.11,0,1,63,0,1,1,1,0.155,9.14,0
11.25,9,580,46.23,1,14.04,0,0,10,0,1,1,0,0.026,13.28,0
9.46,11,419,24.65,3,12.93,0,0,38,0,0,1,0,0.206,28.72,0
5.54,23,253,5.41,1,70.65,0,0,16,0,1,1,1,0.408,18.49,0
4.98,0,1023,2.1,0,17.17,0,1,71,0,1,1,1,0.356,0.0,0
7.73,23,308,6.36,2,103.08,1,1,23,0,1,1,0,0.11,20.79,0
14.75,20,178,33.7,2,35.36,1,1,16,0,1,1,1,0.402,42.24,0
211.3,3,496,2.14,1,96.8,0,0,36,0,1,1,1,0.137,8.15,0
17.71,3,589,6.45,1,28.73,0,0,31,0,1,1,1,0.205,0.0,0
35.79,8,254,10.23,2,23.46,0,1,22,0,1,1,1,0.112,18.75,0
44.72,14,14,0.5,2,32.71,0,1,1,0,1,1,0,0.158,8.75,0
34.16,23,49,4.68,1,80.58,0,0,3,0,1,1,1,0.164,0.0,0
27.73,14,934,13.58,0,33.76,0,0,75,0,1,1,0,0.174,0.0,0
9.07,6,29,5.87,1,41.73,1,0,1,0,1,1,0,0.383,23.17,0
127.86,11,448,30.66,1,29.15,0,1,11,0,1,1,1,0.112,13.62,0
182.58,2,101,41.41,0,23.27,0,0,6,1,1,1,0,0.117,4.88,0
